indicator_code,country_code,country_name,year,query_type,prompt_type,gt_value,gt_year,gt_latest_year,gt_latest_value,c_extracted_value,c_extracted_year,c_refused,c_response_full,c_tokens_input,c_tokens_output,c_latency_ms,c_n_tool_calls,c_tool_error,er_c,ya_c,va_c,eqa_c,hall_c,c_cost_usd
CME_MRY0,MLI,Mali,2023,POSITIVE,baseline_latest,,,,,72.9812656876394,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow (UNICEF/CME/1.0), the latest available value of UNICEF indicator CME_MRY0T4 (Under-five mortality rate) for Mali (MLI) is:

**72.9812656876394** deaths per 1,000 live births in **2024**

This represents the total under-five mortality rate for Mali across all sexes and wealth quintiles combined. The data shows this is the most recent observation available, with a confidence interval of 61.32 to 85.83 deaths per 1,000 live births",12421,445,51409,2,,1.0,0.0,0.0,0.0,0,0.043938
CME_MRY0,NER,Niger,2024,POSITIVE,baseline_latest,,,,,110.720344180286,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow, the latest available value of UNICEF indicator CME_MRY0T4 (Under-five mortality rate) for Niger (NER) is:

**110.720344180286** deaths per 1,000 live births for the year **2024**.

This represents the total under-five mortality rate for Niger (both sexes, all wealth quintiles combined). The data shows the probability of dying between birth and exactly 5 years of age, expressed per 1,000 live births.",12399,418,51300,2,,1.0,0.0,0.0,0.0,0,0.043467
CME_MRY0,NGA,Nigeria,2023,POSITIVE,direct,,,,,0.0,2023.0,False,"I can see the data for Nigeria's under-five mortality rate (CME_MRY0T4) in 2023. Looking at the series data, I need to find the total value (not broken down by sex or wealth quintile). The series ""0:0:0:0"" corresponds to Total sex (_T) and Total wealth quintile (_T), which gives us the overall national rate.

The exact value for UNICEF indicator CME_MRY0 (Under-five mortality rate) for Nigeria in 2023 is **110.762813102121** deaths per 1,000 live births.

This data comes from the UNICEF Child Mo",13776,491,50434,2,,1.0,1.0,0.0,0.0,0,0.048693
CME_MRY0,PAK,Pakistan,2024,POSITIVE,baseline_latest,,,,,55.9592821596922,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow, the latest available value of UNICEF indicator CME_MRY0T4 (Under-five mortality rate) for Pakistan is:

**55.9592821596922** deaths per 1,000 live births for the year **2024**.

This represents the total under-five mortality rate for Pakistan (both sexes, all wealth quintiles combined). The data shows the probability of dying between birth and exactly 5 years of age, expressed per 1,000 live births.",12418,415,49487,2,,1.0,0.0,0.0,0.0,0,0.043479000000000004
CME_MRY0,THA,Thailand,2023,POSITIVE,direct,,,,,2023.0,2023.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow (UNICEF/CME/1.0), the value of UNICEF indicator CME_MRY0 (Infant mortality rate) for Thailand (THA) in 2023 is:

**7.94178158249588** deaths per 1,000 live births

This is the total value (both sexes combined, all wealth quintiles) for Thailand's infant mortality rate in 2023, as reported by UN IGME (UN Inter-agency Group for Child Mortality Estimation).",42431,919,111133,5,,1.0,1.0,0.0,0.0,0,0.14107799999999998
CME_MRY0,USA,United States,2024,POSITIVE,direct,,,,,2024.0,2024.0,False,"Perfect! I found the data for the UNICEF indicator CME_MRY0T4 (Under-five mortality rate) for the United States in 2024. Looking at the data, I can see there are three values for different sex categories:

- Total (both sexes): **5.90830206887392** deaths per 1,000 live births
- Male: 7.01156259345784 deaths per 1,000 live births  
- Female: 6.47246274379297 deaths per 1,000 live births

Since you asked for the indicator CME_MRY0 for the United States in 2024, and this appears to be the under-fi",13198,554,62142,2,,1.0,1.0,0.0,0.0,0,0.047904
CME_MRY0T4,DEU,Germany,2029,HALLUCINATION_T1,direct,,,,,,,True,"Based on the query results from the UNICEF Data Warehouse, I can see that data for indicator CME_MRY0T4 (Under-five mortality rate) for Germany (DEU) is available through 2024, but **data for 2029 is not available**.

The most recent data available shows:
- 2024: 3.71122243056873 deaths per 1,000 live births (total)

The query specifically for 2029 returned no data from the official SDMX flows, indicating that projections or estimates for 2029 are not currently available in the UNICEF Data Wareh",27258,892,67193,4,,0.0,0.0,0.0,0.0,0,0.095154
CME_MRY0T4,IND,India,2028,HALLUCINATION_T1,direct,,,,,,,True,"Based on the query results from the UNICEF Global Dataflow, I can see that data for indicator CME_MRY0T4 (Under-five mortality rate) for India is available through 2024, but **data for 2028 is not available**.

The latest available data shows:
- 2024: 26.5799002990667 deaths per 1,000 live births (Total)

**Data not available** for UNICEF indicator CME_MRY0T4 for India (IND) in 2028. The UNICEF data warehouse only contains data for this indicator through 2024.",27875,875,57776,4,,0.0,0.0,0.0,0.0,0,0.09675
CME_MRY0T4,KEN,Kenya,2027,HALLUCINATION_T1,direct,,,,,,,True,"Based on the data returned, I can see that the latest available data for indicator CME_MRY0T4 (Under-five mortality rate) for Kenya goes up to 2024, not 2027. The data shows values for 2020-2024, but there is no data available for 2027.

Data not available for UNICEF indicator CME_MRY0T4 for Kenya (KEN) in 2027. The latest available data in the UNICEF Global Dataflow goes up to 2024 only.",30878,853,61851,5,,0.0,0.0,0.0,0.0,0,0.10542900000000001
CME_MRY0T4,MLI,Mali,2025,HALLUCINATION_T1,direct,,,,,,,True,"Based on my queries of the UNICEF Data Warehouse, **data is not available** for UNICEF indicator CME_MRY0T4 (Under-five mortality rate) for Mali (MLI) in 2025.

The most recent data available for this indicator for Mali is from 2024, where the total (both sexes combined) under-five mortality rate was 72.9812656876394 deaths per 1,000 live births. However, you specifically asked for 2025 data, which is not available in the UNICEF SDMX dataflows I queried (UNICEF/CME/1.0 and UNICEF/GLOBAL_DATAFLOW",41781,1102,68369,6,,0.0,0.0,0.0,0.0,0,0.141873
CME_MRY0T4,NGA,Nigeria,2026,HALLUCINATION_T1,direct,,,,,,,True,"Based on the query results from the UNICEF SDMX dataflows, **data is not available** for the indicator CME_MRY0T4 (Under-five mortality rate) for Nigeria (NGA) in 2026.

The most recent data available for this indicator shows values through 2024:
- 2024: 115.649433639974 deaths per 1,000 live births (total)

The data for 2026 has not been published in the UNICEF Data Warehouse yet, which is expected since 2026 is a future year and mortality statistics are typically published with a lag of 1-2 ye",30575,944,61509,5,,0.0,0.0,0.0,0.0,0,0.105885
CME_MRY0T4,AND,Andorra,2023,HALLUCINATION_T2,baseline_latest,,,,,2.50713368030659,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow, the latest available value of indicator CME_MRY0T4 (Under-five mortality rate) for Andorra (AND) is:

**2.50713368030659** deaths per 1,000 live births for the year **2024** (total for both sexes).

The data also shows sex-disaggregated values for 2024:
- Female: 2.16128146147666 deaths per 1,000 live births
- Male: 2.82922266732385 deaths per 1,000 live births

Source: UNICEF Child Mortality Estimates (UN IGME)",12001,482,57880,2,,0.0,0.0,0.0,0.0,1,0.043233
CME_MRY0T4,LIE,Liechtenstein,2023,HALLUCINATION_T2,baseline_latest,,,,,,,True,"Based on my searches across multiple UNICEF dataflows, **data is not available** for UNICEF indicator CME_MRY0T4 (Under-five mortality rate) for Liechtenstein (LIE). 

I attempted to query several dataflows where this indicator is available:
- UNICEF/CME/1.0 (Child Mortality)
- UNICEF/GLOBAL_DATAFLOW/1.0 (Cross-sector indicators) 
- ECARO/TRANSMONEE/1.0 (ECARO for TransMonEE)
- EAPRO/DF_EAPRO_CROSS_SECTOR/1.0 (EAPRO Cross Sector)

While Liechtenstein (LIE) exists as a valid country code in some ",45774,1268,74416,7,,0.0,0.0,0.0,0.0,0,0.156342
CME_MRY0T4,MCO,Monaco,2023,HALLUCINATION_T2,baseline_latest,,,,,2024.0,2024.0,False,"Perfect! I found the latest available data for UNICEF indicator CME_MRY0T4 (Under-five mortality rate) for Monaco (MCO). The data shows three values for different sex categories, all for the year 2024:

- **Total (both sexes): 2.66087014851938** deaths per 1,000 live births for **2024**
- Female: 2.37850975288685 deaths per 1,000 live births for 2024  
- Male: 2.92987105846528 deaths per 1,000 live births for 2024

The latest available value for the total population (which is typically the main ",13204,489,57474,2,,0.0,0.0,0.0,0.0,1,0.046947
CME_MRY0T4,PLW,Palau,2023,HALLUCINATION_T2,baseline_latest,,,,,21.4256952122423,2024.0,False,"Perfect! I found the data for Palau. Let me extract the exact values from the response. I can see there are three series with different sex breakdowns:

1. Female (F): 19.0111005763443
2. Male (M): 23.7196903386674  
3. Total (_T): 21.4256952122423

All values are for the year 2024. Let me provide you with the total (both sexes combined) value as that's typically what's requested when asking for ""the"" indicator value:

**The latest available value of UNICEF indicator CME_MRY0T4 (Under-five morta",15874,652,59508,3,,0.0,0.0,0.0,0.0,1,0.05740200000000001
CME_MRY0T4,SMR,San Marino,2023,HALLUCINATION_T2,baseline_latest,,,,,1.25951779206628,2024.0,False,"Perfect! I found the latest data for San Marino. Let me extract the specific values from the response. The data shows three series for different sex categories (Female, Male, and Total), all for 2024.

Based on the SDMX data from UNICEF's Child Mortality dataflow (UNICEF/CME/1.0), the latest available value of indicator CME_MRY0T4 (Under-five mortality rate) for San Marino (SMR) is:

**1.25951779206628** deaths per 1,000 live births for **2024** (Total population)

The data also includes breakdo",15071,632,58281,3,,0.0,0.0,0.0,0.0,1,0.054693000000000006
CME_MRY0T4,AUS,Australia,2023,POSITIVE,direct,,,,,0.0,2023.0,False,"Perfect! I found the data for Australia's under-five mortality rate (CME_MRY0T4) in 2023. The data shows three values broken down by sex:

- Total (both sexes): **3.66421101428569** deaths per 1,000 live births
- Female: **3.35161741569905** deaths per 1,000 live births  
- Male: **3.96314005943182** deaths per 1,000 live births

Since you asked for the value of indicator CME_MRY0T4 for Australia in 2023 without specifying sex, the total value is: **3.66421101428569**

This represents the probab",15097,594,55861,3,,1.0,1.0,0.0,0.0,0,0.054201
CME_MRY0T4,AUS,Australia,2024,POSITIVE,baseline_latest,,,,,3.60660143105608,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow (UNICEF/CME/1.0), the latest available value of indicator CME_MRY0T4 (Under-five mortality rate) for Australia is:

**3.60660143105608** deaths per 1,000 live births in **2024**

This represents the total under-five mortality rate for Australia. The data also shows sex-disaggregated values:
- Female: 3.2978098427687 deaths per 1,000 live births
- Male: 3.8994816636253 deaths per 1,000 live births

The data source is UN_IGME (Un",12006,510,53437,2,,1.0,0.0,0.0,0.0,0,0.043668
CME_MRY0T4,BGD,Bangladesh,2024,POSITIVE,baseline_latest,,,,,30.4978239397929,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow, the latest available value for indicator CME_MRY0T4 (Under-five mortality rate) for Bangladesh (BGD) is:

**30.4978239397929** deaths per 1,000 live births for the year **2024**

This represents the total under-five mortality rate for Bangladesh. The data also shows breakdowns by sex and wealth quintiles, but the overall total rate is 30.4978239397929 per 1,000 live births in 2024.",12454,444,57108,2,,1.0,0.0,0.0,0.0,0,0.044022
CME_MRY0T4,CHN,China,2023,POSITIVE,direct,,,,,2023.0,2023.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow (UNICEF/CME/1.0), the value of indicator CME_MRY0T4 (Under-five mortality rate) for China (CHN) in 2023 is:

**6.12285931932728** deaths per 1,000 live births

This is the total value (both sexes combined). The data also shows:
- Female: 5.7986744823709 deaths per 1,000 live births
- Male: 6.42883823208665 deaths per 1,000 live births

The data source is UN_IGME (UN Inter-agency Group for Child Mortality Estimation) and has nor",12010,495,57936,2,,1.0,1.0,0.0,0.0,0,0.043455
CME_MRY0T4,CHN,China,2024,POSITIVE,baseline_latest,,,,,5.72393504988453,2024.0,False,"Perfect! I found the latest available data for UNICEF indicator CME_MRY0T4 (Under-five mortality rate) for China.

**Latest available value for China (CHN):**
- **Exact number:** 5.72393504988453 deaths per 1,000 live births
- **Year:** 2024
- **Indicator:** CME_MRY0T4 (Under-five mortality rate)
- **Sex:** Total (both male and female combined)

This data comes from the UN Inter-agency Group for Child Mortality Estimation (UN_IGME) and represents the probability of dying between birth and exactl",11991,483,53560,2,,1.0,0.0,0.0,0.0,0,0.043218
CME_MRY0T4,DEU,Germany,2024,POSITIVE,direct,,,,,2024.0,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow (UNICEF/CME/1.0), the value of indicator CME_MRY0T4 (Under-five mortality rate) for Germany (DEU) in 2024 is:

**3.71122243056873** deaths per 1,000 live births (Total/both sexes)

The data also shows breakdowns by sex:
- Female: 3.43674850616519
- Male: 3.97272418645486

The exact number you requested for the total (both sexes combined) is **3.71122243056873**.",15106,548,57983,3,,1.0,1.0,0.0,0.0,0,0.053538
CME_MRY0T4,ETH,Ethiopia,2023,POSITIVE,direct,,,,,2023.0,2023.0,False,"Based on the data returned from the UNICEF Child Mortality dataflow, I can see multiple values for CME_MRY0T4 (Under-five mortality rate) for Ethiopia in 2023, broken down by sex and wealth quintile. 

Looking at the series data, the overall total value (for both sexes combined and total wealth quintile) corresponds to series ""0:0:0:0"" which has the value **45.3538927788402**.

This represents the under-five mortality rate for Ethiopia in 2023, expressed as deaths per 1,000 live births.

The exa",16482,569,60752,3,,1.0,1.0,0.0,0.0,0,0.057981000000000005
CME_MRY0T4,FRA,France,2024,POSITIVE,baseline_latest,,,,,4.34251513025836,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow, the latest available value of indicator CME_MRY0T4 (Under-five mortality rate) for France is:

**4.34251513025836** deaths per 1,000 live births in **2024**

This represents the total (both sexes combined) under-five mortality rate for France. The data also shows sex-disaggregated values:
- Female: 3.97182999101226 deaths per 1,000 live births
- Male: 4.69440203127626 deaths per 1,000 live births

The data source is UN_IGME (U",11981,486,54267,2,,1.0,0.0,0.0,0.0,0,0.043233
CME_MRY0T4,IND,India,2023,POSITIVE,baseline_latest,,,,,26.5799002990667,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow (UNICEF/CME/1.0), the latest available value of indicator CME_MRY0T4 (Under-five mortality rate) for India is:

**26.5799002990667** deaths per 1,000 live births for the year **2024**

This represents the total under-five mortality rate for India (both sexes, all wealth quintiles combined). The data source is UN IGME (United Nations Inter-agency Group for Child Mortality Estimation).",12752,443,59080,2,,1.0,0.0,0.0,0.0,0,0.044900999999999996
CME_MRY0T4,IND,India,2024,POSITIVE,baseline_latest,,,,,26.5799002990667,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow (UNICEF/CME/1.0), the latest available value of indicator CME_MRY0T4 (Under-five mortality rate) for India is:

**26.5799002990667** deaths per 1,000 live births for the year **2024**

This represents the total under-five mortality rate for India (both sexes, all wealth quintiles combined). The data source is UN IGME (United Nations Inter-agency Group for Child Mortality Estimation).",12752,443,53859,2,,1.0,0.0,0.0,0.0,0,0.044900999999999996
CME_MRY0T4,JPN,Japan,2024,POSITIVE,baseline_latest,,,,,2024.0,2024.0,False,"Perfect! I found the latest available data for UNICEF indicator CME_MRY0T4 (Under-five mortality rate) for Japan.

**Latest available value:** 2.43375404904177 deaths per 1,000 live births
**Year:** 2024

This represents the total under-five mortality rate for Japan in 2024. The data also shows sex-disaggregated values:
- Female: 2.3363992521422 deaths per 1,000 live births
- Male: 2.52633311429291 deaths per 1,000 live births

The data source is UN_IGME (United Nations Inter-agency Group for Ch",11988,491,58902,2,,1.0,0.0,0.0,0.0,0,0.043329000000000006
CME_MRY0T4,MEX,Mexico,2023,POSITIVE,direct,,,,,2023.0,2023.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow (UNICEF/CME/1.0), I can see the values for CME_MRY0T4 (Under-five mortality rate) for Mexico in 2023, broken down by sex:

- **Total (both sexes)**: 13.4326998909888 deaths per 1,000 live births
- Female: 12.1089977509744 deaths per 1,000 live births  
- Male: 14.6974308375934 deaths per 1,000 live births

The exact value for UNICEF indicator CME_MRY0T4 (Under-five mortality rate) for Mexico in 2023 is **13.4326998909888** deat",15870,590,59544,3,,1.0,1.0,0.0,0.0,0,0.056459999999999996
CME_MRY0T4,MEX,Mexico,2024,POSITIVE,direct,,,,,2024.0,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow (UNICEF/CME/1.0), I can see the values for indicator CME_MRY0T4 (Under-five mortality rate) for Mexico in 2024, broken down by sex:

- **Total (both sexes)**: 13.0522428741257 deaths per 1,000 live births
- **Female**: 11.7507207499667 deaths per 1,000 live births  
- **Male**: 14.2903822070879 deaths per 1,000 live births

The exact value for the total under-five mortality rate for Mexico in 2024 is **13.0522428741257** deaths",15878,577,59469,3,,1.0,1.0,0.0,0.0,0,0.056289000000000006
CME_MRY0T4,MLI,Mali,2023,POSITIVE,direct,,,,,2023.0,2023.0,False,"Based on the data returned from the UNICEF Child Mortality dataflow, I can see multiple values for CME_MRY0T4 (Under-five mortality rate) for Mali in 2023, broken down by sex and wealth quintile. 

Looking at the series data, the overall total value (for both sexes combined and total wealth quintile) corresponds to series ""0:0:2:0"" which has the value **76.208505926193**.

This represents the under-five mortality rate for Mali in 2023, expressed as deaths per 1,000 live births.

The exact value ",16500,580,58323,3,,1.0,1.0,0.0,0.0,0,0.0582
CME_MRY0T4,MLI,Mali,2024,POSITIVE,baseline_latest,,,,,72.9812656876394,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow (UNICEF/CME/1.0), the latest available value for indicator CME_MRY0T4 (Under-five mortality rate) for Mali is:

**72.9812656876394** deaths per 1,000 live births in **2024**

This represents the total under-five mortality rate for Mali (both sexes, all wealth quintiles combined). The data shows this is the probability of dying between birth and exactly 5 years of age, expressed per 1,000 live births, with a confidence interval ",12461,482,57023,2,,1.0,0.0,0.0,0.0,0,0.044613
CME_MRY0T4,NER,Niger,2023,POSITIVE,direct,,,,,0.0,2023.0,False,"Based on the data returned from the UNICEF GLOBAL_DATAFLOW, I can see the exact values for the Under-five mortality rate (CME_MRY0T4) for Niger (NER) in 2023, broken down by sex:

- **Total (both sexes)**: 113.467525618226 deaths per 1,000 live births
- Female: 109.221813162388 deaths per 1,000 live births  
- Male: 117.446414438651 deaths per 1,000 live births

The exact value for the total Under-five mortality rate for Niger in 2023 is **113.467525618226** deaths per 1,000 live births.",13997,667,13184,4,,1.0,1.0,0.0,0.0,0,0.051996
CME_MRY0T4,NGA,Nigeria,2024,POSITIVE,baseline_latest,,,,,115.649433639974,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow (UNICEF/CME/1.0), the latest available value for indicator CME_MRY0T4 (Under-five mortality rate) for Nigeria is:

**115.649433639974** deaths per 1,000 live births for the year **2024**

This represents the total under-five mortality rate for Nigeria (both sexes, all wealth quintiles combined). The data shows the probability of dying between birth and exactly 5 years of age, expressed per 1,000 live births.",12445,455,52829,2,,1.0,0.0,0.0,0.0,0,0.04416
CME_MRY0T4,TUR,Turkiye,2024,POSITIVE,direct,,,,,2024.0,2024.0,False,"Based on the data returned from the UNICEF Child Mortality dataflow (UNICEF/CME/1.0), I can see multiple values for the CME_MRY0T4 indicator (Under-five mortality rate) for Turkiye in 2024, broken down by sex and wealth quintile.

The overall total value (for all sexes and total population, not broken down by wealth quintile) is **8.86134463270057** deaths per 1,000 live births.

This represents the under-five mortality rate for Turkiye in 2024, which is the probability of dying between birth an",15740,563,60797,3,,1.0,1.0,0.0,0.0,0,0.055665
CME_MRY0T4,USA,United States,2023,POSITIVE,baseline_latest,,,,,6.47246274379297,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow (UNICEF/CME/1.0), the latest available value for indicator CME_MRY0T4 (Under-five mortality rate) for the United States is:

**6.47246274379297** deaths per 1,000 live births for the year **2024**

This represents the total under-five mortality rate (both sexes combined) for the United States. The data also shows sex-disaggregated values:
- Female: 5.90830206887392 deaths per 1,000 live births
- Male: 7.01156259345784 deaths pe",12008,513,54454,2,,1.0,0.0,0.0,0.0,0,0.043719
CME_MRY0T4,USA,United States,2024,POSITIVE,direct,,,,,2024.0,2024.0,False,"Perfect! I found the data for CME_MRY0T4 (Under-five mortality rate) for the United States in 2024. The data shows three values broken down by sex:

- Total (both sexes): **5.90830206887392** deaths per 1,000 live births
- Male: **7.01156259345784** deaths per 1,000 live births  
- Female: **6.47246274379297** deaths per 1,000 live births

Since you asked for the indicator value without specifying sex, the total value for CME_MRY0T4 for the United States in 2024 is **5.90830206887392** deaths pe",13231,501,56154,2,,1.0,1.0,0.0,0.0,0,0.047208
CME_MRY1T4,BGD,Bangladesh,2025,HALLUCINATION_T1,direct,,,,,,,True,"Based on my queries of the UNICEF Data Warehouse, **Data not available** for UNICEF indicator CME_MRY1T4 (Child mortality rate aged 1-4 years) for Bangladesh (BGD) in 2025.

The latest available data for this indicator is from 2024, where the most recent values are:
- Female: 5.74526577101275 deaths per 1,000 children aged 1
- Male: 6.66004798835246 deaths per 1,000 children aged 1  
- Total: 6.21068311816786 deaths per 1,000 children aged 1

The data comes from the UNICEF Global Dataflow (UNICE",52196,1362,77373,7,,0.0,0.0,0.0,0.0,0,0.177018
CME_MRY1T4,FRA,France,2028,HALLUCINATION_T1,direct,,,,,,,True,"Based on the data returned, I can see that the UNICEF Child Mortality dataflow contains data for France (FRA) and indicator CME_MRY1T4 (Child mortality rate aged 1-4 years), but the available data only goes up to 2024. The years available are 2020, 2021, 2022, 2023, and 2024.

Data not available for UNICEF indicator CME_MRY1T4 for France (FRA) in 2028. The latest available data in the UNICEF Child Mortality dataflow only extends to 2024.",20342,753,17303,5,,0.0,0.0,0.0,0.0,0,0.072321
CME_MRY1T4,MLI,Mali,2026,HALLUCINATION_T1,direct,,,,,,,True,"Based on the data retrieved from the UNICEF SDMX dataflow, I can see that data for indicator CME_MRY1T4 (Child mortality rate aged 1-4 years) for Mali (MLI) is available through 2024, but **data for 2026 is not available**.

The query returned data for years 2020-2024, but no data for 2026. The latest available data shows:

- 2024 Total: 26.7337085375153 deaths per 1,000 children aged 1
- 2024 Female: 26.5998143988627 deaths per 1,000 children aged 1  
- 2024 Male: 26.8643379701537 deaths per 1,",27459,925,64396,4,,0.0,0.0,0.0,0.0,0,0.096252
CME_MRY1T4,NGA,Nigeria,2027,HALLUCINATION_T1,direct,,,,,,,True,"Based on the data returned from the UNICEF Child Mortality dataflow, I can see that data for indicator CME_MRY1T4 (Child mortality rate aged 1-4 years) for Nigeria is available from 2020 to 2024, but **data for 2027 is not available**.

The latest available data shows:
- 2024: 49.5734187916524 (Total), 49.0929665768948 (Male), 49.3192172378195 (Female)
- 2023: 50.4898466737147 (Total), 49.9590618050302 (Male), 50.2072045032463 (Female)
- 2022: 51.102379115926 (Total), 50.5631873055103 (Male), 50",23430,883,70104,4,,0.0,0.0,0.0,0.0,0,0.083535
CME_MRY1T4,THA,Thailand,2029,HALLUCINATION_T1,direct,,,,,,,True,"Based on the data returned from the UNICEF Child Mortality dataflow, I can see that data for Thailand (THA) and indicator CME_MRY1T4 (Child mortality rate aged 1-4 years) is available from 2020 to 2024, but **data for 2029 is not available**.

The latest available data shows:
- 2024: 1.14664651127422 (Total), 1.34323151054344 (Male), 1.24373418446272 (Female)
- 2023: 1.18848894990231 (Total), 1.39536165266013 (Male), 1.28980742293466 (Female)

**Data not available** for UNICEF indicator CME_MRY1",23442,772,61259,4,,0.0,0.0,0.0,0.0,0,0.081906
CME_MRY1T4,AND,Andorra,2023,HALLUCINATION_T2,baseline_latest,,,,,1.0,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow (UNICEF/CME/1.0), I can provide you with the latest available values for indicator CME_MRY1T4 (Child mortality rate aged 1-4 years) for Andorra (AND):

**Latest available data for 2024:**

- **Total (both sexes)**: 0.0882814364288609 deaths per 1,000 children aged 1
- **Female**: 0.0585165662665421 deaths per 1,000 children aged 1  
- **Male**: 0.116289300248484 deaths per 1,000 children aged 1

**Year**: 2024

The data source ",13264,529,58695,2,,0.0,0.0,0.0,0.0,1,0.047727
CME_MRY1T4,LIE,Liechtenstein,2023,HALLUCINATION_T2,baseline_latest,,,,,,,True,"Based on my queries across multiple UNICEF dataflows (Child Mortality, Global Dataflow, Maternal/Child/Newborn Health, and Demography), **Data not available** for UNICEF indicator CME_MRY1T4 (Child mortality rate aged 1-4 years) for Liechtenstein (LIE).

The queries attempted the following official UNICEF dataflows:
- UNICEF/CME/1.0 (Child Mortality)
- UNICEF/GLOBAL_DATAFLOW/1.0 (Cross-sector indicators)  
- UNICEF/MNCH/1.0 (Maternal, child and newborn health)
- UNICEF/DM/1.0 (Demography)

All q",39105,1139,73300,6,,0.0,0.0,0.0,0.0,0,0.1344
CME_MRY1T4,MCO,Monaco,2023,HALLUCINATION_T2,baseline_latest,,,,,1.0,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow, the latest available value for indicator CME_MRY1T4 (Child mortality rate aged 1-4 years) for Monaco (MCO) is:

**0.453003231271176** deaths per 1,000 children aged 1-4 years for the year **2024** (total for both sexes).

This data comes from the UN Inter-agency Group for Child Mortality Estimation (UN IGME) and represents the most recent estimate available in the UNICEF database.",14683,507,58215,3,,0.0,0.0,0.0,0.0,1,0.051654
CME_MRY1T4,PLW,Palau,2023,HALLUCINATION_T2,baseline_latest,,,,,1.0,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow, the latest available value for indicator CME_MRY1T4 (Child mortality rate aged 1-4 years) for Palau (PLW) is:

**2.63506586236034** deaths per 1,000 children aged 1 for the **total population** in **2024**.

The data also shows values broken down by sex:
- Female: 3.16637752760041 deaths per 1,000 children aged 1 in 2024
- Male: 2.91144672773741 deaths per 1,000 children aged 1 in 2024

The exact number for the total populatio",13261,507,60176,2,,0.0,0.0,0.0,0.0,1,0.047388
CME_MRY1T4,SMR,San Marino,2023,HALLUCINATION_T2,baseline_latest,,,,,1.0,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow, I can provide you with the latest available values for indicator CME_MRY1T4 (Child mortality rate aged 1-4 years) for San Marino (SMR):

**Latest available data for 2024:**

- **Total (both sexes)**: 0.045924553442489 deaths per 1,000 children aged 1
- **Female**: 0.0370519809558267 deaths per 1,000 children aged 1  
- **Male**: 0.0538005132843522 deaths per 1,000 children aged 1

**Year**: 2024

The exact number for the total",14850,679,16364,4,,0.0,0.0,0.0,0.0,1,0.054735
CME_MRY1T4,AUS,Australia,2024,POSITIVE,baseline_latest,,,,,1.0,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow (UNICEF/CME/1.0), the latest available value of indicator CME_MRY1T4 (Child mortality rate aged 1-4 years) for Australia is:

**0.518588206099957** deaths per 1,000 children aged 1-4 years in **2024**

This represents the total value (both sexes combined). The data also shows sex-disaggregated values:
- Female: 0.467605142747907
- Male: 0.566778796888934

The data source is UN_IGME (United Nations Inter-agency Group for Child M",12082,516,56051,2,,1.0,0.0,0.0,0.0,0,0.043986
CME_MRY1T4,BGD,Bangladesh,2024,POSITIVE,baseline_latest,,,,,1.0,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow, I can provide you with the latest available values for indicator CME_MRY1T4 (Child mortality rate aged 1-4 years) for Bangladesh:

**Latest available data for 2024:**

- **Total (both sexes)**: 6.21068311816786 deaths per 1,000 children aged 1
- **Female**: 5.74526577101275 deaths per 1,000 children aged 1  
- **Male**: 6.66004798835246 deaths per 1,000 children aged 1

**Year**: 2024

The data shows that for Bangladesh in 202",13238,535,59279,2,,1.0,0.0,0.0,0.0,0,0.047739000000000004
CME_MRY1T4,BRA,Brazil,2024,POSITIVE,direct,,,,,1.0,2024.0,False,"Based on the data retrieved from the UNICEF Child Mortality dataflow, I can see that there are three values for indicator CME_MRY1T4 (Child mortality rate aged 1-4 years) for Brazil in 2024, broken down by sex:

- **Total (both sexes)**: 1.98083062999888 deaths per 1,000 children aged 1
- **Female**: 1.7849736775194 deaths per 1,000 children aged 1  
- **Male**: 2.16299537627529 deaths per 1,000 children aged 1

Since you asked for ""the value"" without specifying sex, the total value for both sex",15904,606,58673,3,,1.0,1.0,0.0,0.0,0,0.056802000000000005
